Cliente,Empréstimo,ValorDoBem,Finalidade,Emprego,TempoEmprego,Negativos,Atrasos,TempoCliente,LC-Recente,LC-Atual,RDS
bom pagador,62800.0,565200.0,Diversas,Professional,22.5,0.0,0.0,222.4,1.0,25.0,
bom pagador,74104.0,549500.0,Diversas,Outros,2.5,0.0,0.0,195.0,0.0,37.0,
bom pagador,17898.0,111347.54000000001,Diversas,Outros,0.75,1.0,0.0,23.2,8.0,6.0,31.4%
bom pagador,26690.0,247994.06,Reforma,Outros,18.5,0.0,0.0,204.1,1.0,16.0,35.8%
mau pagador,37680.0,281972.0,Reforma,Professional,30.15,0.0,5.0,222.2,1.0,16.0,
bom pagador,30772.0,230978.40000000002,Diversas,Geral,4.75,0.0,0.0,87.0,1.0,14.0,26.3%
mau pagador,48670.0,328528.78,Diversas,Comissionado,3.5,0.0,0.0,11.9,1.0,37.0,61.6%
bom pagador,84152.0,663796.0,Reforma,Professional,6.5,0.0,0.0,185.8,1.0,25.0,37.8%
bom pagador,97340.0,184716.78,Diversas,Outros,0.5,0.0,0.0,94.3,0.0,6.0,35.3%
bom pagador,72534.0,564433.84,Reforma,Gerente,6.75,0.0,0.0,331.0,0.0,16.0,45.9%
bom pagador,76930.0,337735.26,Diversas,Outros,18.75,0.0,0.0,197.8,0.0,12.0,41.2%
bom pagador,21666.0,214399.2,Diversas,Outros,1.5,0.0,0.0,64.7,7.0,24.0,
bom pagador,48356.0,174021.94,Diversas,Geral,2.25,0.0,0.0,83.2,2.0,9.0,36.7%
bom pagador,101422.0,941120.8,Diversas,Outros,28.0,0.0,0.0,172.1,0.0,23.0,40.3%
bom pagador,72534.0,361341.78,Diversas,Outros,24.5,0.0,0.0,255.8,0.0,28.0,37.8%
bom pagador,34854.0,323219.04000000004,Diversas,Outros,9.0,0.0,0.0,215.7,0.0,20.0,19.1%
bom pagador,73476.0,377340.08,Diversas,Autônomo,2.0,0.0,0.0,202.9,1.0,25.0,34.4%
mau pagador,15700.0,28574.0,Reforma,Outros,1.25,0.0,0.0,57.5,2.0,8.0,
bom pagador,40506.0,322251.92,Reforma,Outros,20.5,0.0,0.0,119.1,3.0,24.0,27.5%
mau pagador,75360.0,367276.38,Diversas,Autônomo,2.75,0.0,0.0,173.5,5.0,22.0,59.0%
bom pagador,46786.0,368651.7,Reforma,Geral,2.0,0.0,0.0,135.5,1.0,22.0,35.5%
bom pagador,43960.0,207192.9,Reforma,Professional,5.25,0.0,0.0,217.9,3.0,18.0,35.1%
mau pagador,109272.0,514960.0,Diversas,Geral,11.5,0.0,1.0,209.4,2.0,35.0,
bom pagador,94200.0,885480.0,Diversas,Professional,5.75,0.0,1.0,212.0,0.0,30.0,
bom pagador,81640.0,171327.82,Diversas,Outros,24.75,0.0,0.0,128.1,0.0,11.0,23.6%
bom pagador,31086.0,207240.0,Reforma,Outros,29.25,1.0,3.0,191.4,1.0,25.0,
bom pagador,60916.0,238954.0,Diversas,Geral,1.0,0.0,0.0,225.7,0.0,11.0,34.3%
bom pagador,83838.0,552941.4400000001,Diversas,Outros,1.0,0.0,0.0,195.8,0.0,33.0,38.5%
bom pagador,27318.0,229436.66,Diversas,Professional,14.0,0.0,0.0,243.1,3.0,32.0,37.9%
bom pagador,51496.0,297439.64,Diversas,Outros,1.75,0.0,0.0,178.8,1.0,30.0,34.0%
bom pagador,49612.0,433856.94,Reforma,Professional,13.0,0.0,0.0,118.9,4.0,20.0,36.1%
mau pagador,69080.0,344772.0,Diversas,Professional,1.25,1.0,0.0,319.5,4.0,41.0,
bom pagador,52124.0,304225.18,Reforma,Outros,14.5,0.0,0.0,266.3,0.0,22.0,28.7%
bom pagador,68766.0,436792.84,Diversas,Professional,,0.0,0.0,204.7,0.0,19.0,29.0%
bom pagador,51496.0,314244.92,Reforma,Geral,,0.0,0.0,178.7,1.0,23.0,45.0%
bom pagador,22294.0,170746.92,Reforma,Outros,5.0,0.0,0.0,86.0,0.0,17.0,22.9%
bom pagador,90118.0,563485.56,Diversas,Professional,1.75,1.0,0.0,226.0,1.0,19.0,42.1%
bom pagador,105818.0,624034.18,Diversas,Professional,20.0,0.0,0.0,190.7,1.0,23.0,35.3%
bom pagador,16014.0,362170.74,Reforma,Professional,7.75,0.0,0.0,180.7,1.0,29.0,28.3%
bom pagador,82582.0,784287.2200000001,Diversas,Outros,7.0,0.0,0.0,109.6,1.0,26.0,43.8%
bom pagador,50240.0,242238.44,Diversas,Geral,0.0,0.0,0.0,192.4,0.0,23.0,32.7%
mau pagador,25748.0,297841.56,Reforma,Professional,10.75,0.0,0.0,109.6,3.0,19.0,41.3%
bom pagador,102992.0,136184.94,Diversas,Outros,28.0,0.0,0.0,204.9,0.0,14.0,41.7%
bom pagador,93572.0,912992.68,Diversas,Professional,13.0,0.0,1.0,241.3,1.0,25.0,26.8%
bom pagador,24806.0,168125.02000000002,Diversas,Geral,8.5,0.0,0.0,206.4,1.0,21.0,31.5%
bom pagador,49612.0,252634.98,Diversas,Gerente,3.5,0.0,1.0,138.5,0.0,8.0,28.4%
mau pagador,98910.0,109900.0,Diversas,Outros,1.9,2.0,0.0,86.3,2.0,14.0,
mau pagador,67824.0,599102.5800000001,Diversas,Gerente,0.0,1.0,4.0,314.9,2.0,18.0,37.0%
bom pagador,22922.0,646780.3400000001,Diversas,Professional,1.5,0.0,0.0,63.4,2.0,22.0,35.8%
bom pagador,45530.0,407697.60000000003,Reforma,Professional,9.25,0.0,0.0,168.8,2.0,33.0,27.5%
bom pagador,141928.0,495275.34,Diversas,Outros,17.25,0.0,0.0,212.6,10.0,18.0,37.2%
bom pagador,60602.0,398670.10000000003,Reforma,Gerente,0.0,0.0,1.0,304.5,1.0,20.0,43.3%
bom pagador,48042.0,320575.16000000003,Reforma,Outros,0.0,0.0,2.0,34.6,1.0,10.0,39.1%
bom pagador,94200.0,480834.48000000004,Diversas,Professional,10.0,0.0,0.0,164.2,1.0,16.0,31.8%
bom pagador,132194.0,206853.78,Diversas,Outros,18.75,0.0,0.0,202.9,1.0,31.0,41.2%
bom pagador,55264.0,317714.62,Reforma,Professional,21.0,0.0,0.0,232.1,1.0,24.0,38.1%
bom pagador,24492.0,157970.26,Diversas,Outros,11.0,0.0,0.0,233.2,0.0,33.0,35.9%
bom pagador,95142.0,573326.3200000001,Diversas,Professional,1.75,1.0,0.0,251.3,1.0,18.0,38.4%
bom pagador,35482.0,253338.34,Diversas,Comissionado,6.0,0.0,0.0,119.1,0.0,32.0,29.7%
bom pagador,50868.0,360340.12,Diversas,Outros,7.0,0.0,0.0,300.4,2.0,19.0,34.6%
bom pagador,93886.0,525328.28,Diversas,Gerente,0.0,0.0,0.0,239.2,1.0,22.0,34.0%
bom pagador,62172.0,213749.22,Reforma,Geral,1.5,0.0,0.0,133.0,0.0,17.0,32.3%
mau pagador,59660.0,384904.34,Diversas,Gerente,10.0,0.0,,83.5,0.0,27.0,39.9%
bom pagador,50240.0,408200.0,Diversas,Professional,8.0,0.0,0.0,104.6,0.0,14.0,
bom pagador,29516.0,374061.92000000004,Reforma,Geral,30.5,0.0,0.0,330.5,2.0,40.0,32.2%
bom pagador,30458.0,221049.72,Reforma,Outros,4.75,0.0,0.0,240.3,1.0,16.0,40.9%
bom pagador,157314.0,269273.84,Reforma,Outros,,0.0,0.0,350.8,0.0,6.0,22.2%
mau pagador,32656.0,239032.5,Diversas,Outros,12.0,0.0,0.0,133.5,0.0,16.0,
bom pagador,112412.0,431341.8,Diversas,Outros,12.75,0.0,0.0,72.1,0.0,35.0,42.9%
bom pagador,76302.0,308724.8,Diversas,Professional,1.25,0.0,0.0,188.3,0.0,27.0,31.5%
bom pagador,50554.0,205742.22,Reforma,Geral,2.0,0.0,0.0,112.9,0.0,17.0,29.0%
mau pagador,60916.0,688602.0,Reforma,Professional,12.75,0.0,0.0,216.3,0.0,26.0,
bom pagador,69080.0,728269.62,Diversas,Professional,2.0,0.0,0.0,297.9,0.0,25.0,34.4%
bom pagador,64370.0,409443.44,Reforma,Outros,0.5,0.0,0.0,308.6,3.0,21.0,32.6%
mau pagador,27318.0,220566.16,Reforma,Outros,8.25,0.0,0.0,109.8,0.0,19.0,31.9%
bom pagador,66882.0,487485.0,Diversas,Gerente,16.75,0.0,0.0,188.4,0.0,24.0,
mau pagador,48042.0,211457.02000000002,Diversas,Outros,4.25,0.0,0.0,59.3,6.0,22.0,41.9%
bom pagador,70336.0,379867.78,Diversas,Outros,23.25,0.0,0.0,235.3,0.0,28.0,41.7%
bom pagador,36110.0,274897.58,Reforma,Outros,18.25,0.0,0.0,194.4,0.0,16.0,34.4%
bom pagador,33912.0,263389.48,Diversas,Geral,4.0,1.0,2.0,173.9,3.0,31.0,36.6%
bom pagador,50554.0,287536.08,Diversas,Geral,3.25,0.0,0.0,167.8,0.0,26.0,23.9%
bom pagador,127170.0,357237.8,Diversas,Gerente,14.0,0.0,0.0,190.0,0.0,22.0,39.1%
bom pagador,63428.0,227552.66,Reforma,Geral,8.75,0.0,0.0,122.9,2.0,5.0,19.5%
bom pagador,196878.0,652501.42,Diversas,Professional,9.5,0.0,0.0,306.9,2.0,26.0,38.4%
bom pagador,98282.0,240599.36000000002,Diversas,Outros,,,,287.8,0.0,15.0,38.4%
bom pagador,51496.0,268231.36,Reforma,Professional,10.75,0.0,1.0,175.3,0.0,14.0,27.9%
bom pagador,31714.0,229486.90000000002,Reforma,Outros,5.5,0.0,1.0,254.4,1.0,16.0,37.7%
bom pagador,52438.0,92275.18000000001,Diversas,Outros,13.25,,,82.3,2.0,8.0,35.4%
bom pagador,38622.0,229292.22,Reforma,Geral,11.25,3.0,1.0,252.9,1.0,28.0,34.9%
mau pagador,59660.0,147664.78,Reforma,Gerente,19.5,0.0,0.0,160.7,4.0,32.0,52.5%
bom pagador,84466.0,405719.4,Diversas,Professional,0.5,1.0,0.0,187.6,3.0,39.0,36.7%
bom pagador,32028.0,248060.0,Diversas,Geral,14.5,0.0,0.0,114.9,0.0,23.0,
bom pagador,119006.0,856824.36,Diversas,Professional,3.0,0.0,0.0,251.7,0.0,31.0,31.4%
mau pagador,34540.0,229920.22,Reforma,Gerente,7.75,0.0,2.0,199.6,0.0,21.0,40.4%
bom pagador,47100.0,261876.0,Reforma,Professional,5.5,0.0,0.0,123.0,0.0,13.0,
bom pagador,84152.0,522508.56,Diversas,Gerente,1.25,0.0,0.0,246.7,2.0,23.0,35.5%
bom pagador,54008.0,213915.64,Reforma,Geral,4.5,0.0,0.0,112.4,0.0,17.0,32.2%
bom pagador,56834.0,290195.66000000003,Diversas,Professional,8.75,0.0,0.0,166.0,1.0,20.0,31.0%
bom pagador,65626.0,641162.88,Reforma,Professional,13.75,0.0,0.0,183.9,0.0,21.0,36.6%
bom pagador,77558.0,514727.64,Diversas,Gerente,15.5,0.0,1.0,171.9,1.0,26.0,30.9%
bom pagador,37366.0,348232.28,Diversas,Outros,17.25,0.0,1.0,199.0,2.0,15.0,40.0%
bom pagador,47100.0,371462.0,Diversas,Geral,1.15,,3.0,266.1,1.0,30.0,
mau pagador,37680.0,169462.66,Diversas,Outros,5.25,0.0,0.0,278.1,0.0,18.0,66.5%
mau pagador,31400.0,348540.0,Diversas,Outros,7.0,0.0,1.0,93.0,3.0,17.0,
bom pagador,34540.0,341170.42000000004,Diversas,Outros,15.25,0.0,0.0,208.6,2.0,15.0,38.7%
mau pagador,78500.0,178980.0,Diversas,Outros,2.75,0.0,0.0,93.2,3.0,19.0,
mau pagador,150092.0,374426.16000000003,Diversas,Outros,,0.0,1.0,130.7,0.0,20.0,
bom pagador,85722.0,224814.58000000002,Diversas,Outros,22.25,,1.0,289.3,0.0,31.0,36.5%
bom pagador,26690.0,134957.2,Reforma,Outros,,,1.0,77.9,0.0,9.0,39.7%
mau pagador,71278.0,313230.7,Diversas,Outros,3.75,0.0,0.0,131.7,0.0,16.0,36.0%
bom pagador,27632.0,281573.22000000003,Reforma,Outros,18.75,0.0,0.0,187.4,0.0,29.0,26.7%
bom pagador,70650.0,331411.3,Diversas,Outros,,1.0,1.0,238.3,2.0,13.0,43.1%
mau pagador,65940.0,298300.0,Diversas,Professional,8.75,0.0,7.0,118.7,1.0,22.0,
bom pagador,58718.0,281472.74,Diversas,Outros,0.25,2.0,1.0,115.9,1.0,25.0,32.4%
bom pagador,54950.0,368036.26,Diversas,Professional,1.5,0.0,0.0,138.4,0.0,30.0,34.9%
bom pagador,50240.0,363483.26,Diversas,Outros,8.0,0.0,0.0,297.3,1.0,19.0,29.1%
bom pagador,27632.0,101173.94,Diversas,Outros,0.0,0.0,0.0,279.7,0.0,14.0,25.2%
bom pagador,76930.0,539006.12,Diversas,Outros,5.75,1.0,0.0,221.8,0.0,20.0,35.0%
bom pagador,90746.0,591475.52,Diversas,Professional,0.0,1.0,0.0,231.9,2.0,19.0,41.6%
bom pagador,87606.0,256013.62000000002,Diversas,Geral,1.75,0.0,0.0,170.4,2.0,18.0,39.6%
bom pagador,70336.0,493651.96,Diversas,Gerente,15.5,0.0,0.0,188.1,0.0,23.0,31.4%
bom pagador,85408.0,290399.76,Diversas,Outros,22.5,1.0,2.0,172.7,1.0,20.0,25.8%
bom pagador,23864.0,244059.64,Reforma,Outros,15.5,0.0,0.0,251.0,2.0,35.0,33.9%
bom pagador,20724.0,257395.22,Reforma,Outros,5.5,0.0,0.0,98.7,0.0,14.0,41.2%
mau pagador,78500.0,238504.98,Diversas,Outros,9.0,0.0,7.0,261.7,3.0,23.0,39.8%
bom pagador,33912.0,181309.88,Reforma,Outros,20.0,0.0,1.0,130.8,0.0,21.0,40.0%
bom pagador,105818.0,391978.76,Diversas,Gerente,10.75,0.0,0.0,71.1,0.0,33.0,24.0%
bom pagador,53694.0,296403.44,Diversas,Professional,7.5,0.0,0.0,111.7,1.0,21.0,34.1%
bom pagador,40506.0,345421.98000000004,Reforma,Professional,10.5,0.0,2.0,171.3,0.0,28.0,30.8%
bom pagador,34854.0,282524.64,Diversas,Professional,9.0,0.0,0.0,166.7,1.0,12.0,41.3%
bom pagador,84466.0,398692.08,Diversas,Geral,0.0,0.0,0.0,317.4,0.0,23.0,37.3%
bom pagador,73790.0,207921.38,Diversas,Outros,24.0,0.0,1.0,125.0,1.0,8.0,19.2%
bom pagador,68452.0,220933.54,Diversas,Geral,2.0,0.0,0.0,230.3,0.0,12.0,36.1%
mau pagador,17270.0,383723.7,Diversas,Professional,5.75,0.0,0.0,174.9,1.0,26.0,31.7%
mau pagador,64370.0,453604.4,Diversas,Outros,13.25,1.0,1.0,110.0,4.0,48.0,37.7%
bom pagador,32342.0,160306.42,Reforma,Outros,10.5,1.0,0.0,308.5,2.0,12.0,32.5%
bom pagador,204728.0,444831.24,Reforma,Geral,10.25,0.0,1.0,137.5,0.0,11.0,41.6%
bom pagador,32028.0,316942.18,Diversas,Outros,9.5,0.0,0.0,170.3,4.0,20.0,39.7%
bom pagador,58404.0,64998.0,Diversas,Professional,6.25,0.0,0.0,105.6,1.0,19.0,
bom pagador,108016.0,455689.36000000004,Diversas,Outros,13.0,0.0,0.0,69.1,1.0,37.0,42.4%
mau pagador,41762.0,237682.30000000002,Diversas,Comissionado,1.5,0.0,,183.5,1.0,20.0,39.2%
bom pagador,108330.0,500830.0,Diversas,Outros,,0.0,0.0,252.3,3.0,14.0,
bom pagador,117750.0,599426.0,Diversas,Gerente,,1.0,0.0,182.7,0.0,25.0,
bom pagador,74732.0,463467.14,Reforma,Professional,10.75,0.0,0.0,163.7,1.0,24.0,34.7%
bom pagador,58404.0,281604.62,Diversas,Outros,1.0,0.0,0.0,319.0,2.0,16.0,43.8%
bom pagador,16328.0,141887.18,Reforma,Autônomo,,0.0,0.0,222.4,0.0,11.0,44.7%
bom pagador,74418.0,335593.78,Diversas,Outros,,0.0,0.0,178.0,2.0,23.0,41.0%
bom pagador,54008.0,372909.54000000004,Diversas,Outros,14.5,0.0,0.0,142.0,2.0,9.0,35.8%
bom pagador,70336.0,217639.68000000002,Diversas,Geral,2.5,0.0,0.0,227.1,0.0,12.0,32.8%
mau pagador,29516.0,279795.98000000004,Reforma,Geral,0.5,1.0,0.0,150.0,3.0,25.0,36.1%
bom pagador,64684.0,734772.56,Diversas,Professional,3.25,0.0,0.0,314.9,0.0,29.0,42.0%
bom pagador,46158.0,362293.2,Diversas,Geral,11.0,0.0,0.0,224.4,0.0,12.0,42.5%
bom pagador,129054.0,353645.64,Diversas,Gerente,16.5,0.0,0.0,211.6,0.0,22.0,41.4%
bom pagador,40820.0,220098.30000000002,Reforma,Outros,28.25,0.0,3.0,213.7,1.0,25.0,34.7%
mau pagador,37680.0,134533.33140000002,Diversas,Geral,6.75,0.0,1.0,67.6,2.0,18.0,
mau pagador,56206.0,289040.14,Reforma,Gerente,10.25,0.0,0.0,119.7,0.0,30.0,43.4%
bom pagador,76616.0,90746.0,Reforma,Outros,24.5,0.0,0.0,82.7,2.0,15.0,
bom pagador,98910.0,182399.46000000002,Diversas,Outros,0.25,0.0,0.0,95.8,0.0,5.0,37.7%
bom pagador,21980.0,350992.34,Diversas,Geral,0.0,0.0,0.0,234.7,0.0,37.0,19.3%
bom pagador,60916.0,630832.28,Diversas,Professional,9.75,0.0,0.0,266.9,1.0,37.0,24.6%
bom pagador,53380.0,505568.26,Diversas,Geral,3.75,0.0,0.0,132.5,1.0,20.0,26.6%
bom pagador,32028.0,267386.7,Reforma,Outros,15.5,0.0,0.0,220.8,0.0,38.0,35.2%
bom pagador,133450.0,497454.5,Diversas,Outros,14.0,,0.0,226.2,3.0,31.0,40.7%
mau pagador,59660.0,200960.0,Diversas,Gerente,9.25,0.0,0.0,33.2,3.0,8.0,
bom pagador,38936.0,197672.42,Diversas,Professional,9.25,0.0,0.0,263.9,0.0,16.0,19.3%
bom pagador,64056.0,386577.96,Diversas,Outros,9.0,0.0,0.0,283.7,2.0,16.0,35.4%
bom pagador,53066.0,303565.78,Diversas,Outros,1.75,0.0,0.0,155.0,0.0,28.0,34.3%
bom pagador,57148.0,289231.68,Diversas,Gerente,0.25,0.0,0.0,97.2,0.0,16.0,26.7%
bom pagador,26376.0,222255.48,Reforma,Outros,4.75,0.0,0.0,128.4,0.0,33.0,38.6%
bom pagador,36424.0,147711.88,Diversas,Outros,10.25,,0.0,159.6,5.0,28.0,37.5%
bom pagador,49612.0,95440.3,Diversas,Outros,12.5,,,87.2,2.0,8.0,33.6%
mau pagador,31400.0,175840.0,Diversas,Geral,3.0,0.0,0.0,23.0,2.0,6.0,
bom pagador,159512.0,270689.98000000004,Reforma,Autônomo,9.75,0.0,0.0,169.6,0.0,22.0,28.7%
bom pagador,83210.0,519516.14,Diversas,Outros,8.0,1.0,0.0,228.0,1.0,19.0,34.7%
mau pagador,78500.0,628000.0,Diversas,Outros,12.5,0.0,1.0,162.2,1.0,31.0,
bom pagador,19782.0,201889.44,Diversas,Gerente,6.0,,4.0,113.5,1.0,10.0,38.6%
bom pagador,81954.0,378275.8,Diversas,Gerente,7.5,0.0,0.0,163.1,0.0,29.0,34.1%
bom pagador,62800.0,544846.52,Reforma,Gerente,21.25,0.0,0.0,90.6,2.0,20.0,33.1%
bom pagador,73476.0,297188.44,Diversas,Outros,2.5,0.0,0.0,107.8,1.0,27.0,29.8%
bom pagador,26376.0,287410.48000000004,Diversas,Gerente,19.75,0.0,1.0,314.0,1.0,26.0,38.9%
bom pagador,59346.0,645609.12,Diversas,Outros,4.75,0.0,0.0,203.9,0.0,17.0,28.5%
bom pagador,86350.0,148135.78,Diversas,Outros,25.25,0.0,0.0,115.1,0.0,11.0,25.0%
mau pagador,48984.0,317567.04000000004,Diversas,Gerente,11.25,0.0,3.0,108.7,0.0,24.0,26.7%
bom pagador,70336.0,348841.44,Diversas,Outros,,0.0,0.0,177.3,1.0,24.0,39.0%
bom pagador,25748.0,235481.16,Diversas,Professional,7.5,0.0,0.0,62.0,1.0,23.0,41.7%
bom pagador,101422.0,127217.1,Diversas,Outros,0.75,0.0,0.0,57.7,0.0,7.0,15.4%
mau pagador,54950.0,364240.0,Diversas,Professional,0.5,0.0,0.0,189.9,3.0,27.0,
bom pagador,169246.0,286710.26,Reforma,Outros,,0.0,0.0,351.3,0.0,6.0,24.1%
bom pagador,47100.0,350110.0,Diversas,Outros,14.0,0.0,0.0,135.1,2.0,9.0,
mau pagador,58718.0,224023.30000000002,Diversas,Outros,11.25,0.0,4.0,135.4,0.0,13.0,29.7%
bom pagador,53380.0,266947.10000000003,Reforma,Professional,4.25,0.0,0.0,119.0,0.0,12.0,25.3%
bom pagador,105818.0,133870.76,Diversas,Outros,28.25,0.0,0.0,185.8,0.0,15.0,40.5%
bom pagador,90118.0,333132.02,Diversas,Professional,11.0,0.0,0.0,265.8,0.0,31.0,42.2%
bom pagador,45844.0,329583.82,Diversas,Geral,30.5,,1.0,346.5,1.0,48.0,36.0%
bom pagador,65940.0,439600.0,Diversas,Professional,22.0,1.0,0.0,165.1,1.0,26.0,
mau pagador,30458.0,175840.0,Diversas,Geral,2.5,0.0,0.0,76.2,5.0,18.0,
bom pagador,47414.0,293740.72000000003,Diversas,Outros,2.0,0.0,0.0,162.6,0.0,21.0,39.0%
mau pagador,10990.0,121411.24,Reforma,Outros,11.75,0.0,0.0,165.1,0.0,14.0,
bom pagador,28574.0,212769.54,Diversas,Gerente,7.5,,3.0,119.6,3.0,11.0,38.8%
bom pagador,35482.0,315042.48000000004,Diversas,Professional,4.5,0.0,0.0,118.2,0.0,28.0,33.7%
bom pagador,43646.0,285152.82,Reforma,Outros,,0.0,0.0,287.0,0.0,19.0,30.2%
mau pagador,78500.0,492980.0,Diversas,Geral,5.75,0.0,0.0,66.0,3.0,9.0,
bom pagador,71906.0,255140.7,Diversas,Comissionado,3.0,0.0,0.0,407.0,0.0,21.0,24.5%
mau pagador,168304.0,941284.0800000001,Reforma,Gerente,5.75,0.0,0.0,114.3,8.0,23.0,42.9%
mau pagador,18840.0,171444.0,Reforma,Professional,4.75,0.0,4.0,104.2,0.0,19.0,
mau pagador,32970.0,841520.0,Reforma,Professional,,4.0,,123.2,2.0,15.0,
bom pagador,25120.0,293904.0,Diversas,Outros,16.25,,,141.9,4.0,16.0,
bom pagador,100166.0,135704.52000000002,Diversas,Outros,29.0,0.0,0.0,201.9,0.0,14.0,41.1%
bom pagador,73162.0,427853.26,Diversas,Professional,,0.0,0.0,212.1,0.0,23.0,27.8%
bom pagador,67824.0,464066.88,Diversas,Professional,23.0,0.0,0.0,159.3,0.0,24.0,38.2%
bom pagador,45530.0,280898.12,Diversas,Outros,4.0,0.0,0.0,27.2,1.0,4.0,37.1%
mau pagador,77872.0,320553.18,Reforma,Gerente,6.0,0.0,1.0,129.3,0.0,31.0,50.6%
mau pagador,27004.0,208505.42,Diversas,Outros,8.75,0.0,0.0,174.1,1.0,28.0,43.9%
mau pagador,47100.0,314157.0,Diversas,Outros,,1.0,0.0,137.7,1.0,20.0,
bom pagador,52752.0,282625.12,Reforma,Professional,10.75,0.0,2.0,180.0,1.0,12.0,25.8%
bom pagador,20410.0,219800.0,Diversas,Professional,9.75,0.0,0.0,57.2,2.0,25.0,
bom pagador,54950.0,297998.56,Diversas,Professional,8.0,0.0,0.0,147.6,0.0,20.0,31.7%
bom pagador,43018.0,335154.18,Reforma,Outros,22.25,0.0,0.0,136.7,4.0,25.0,31.4%
bom pagador,69708.0,320892.3,Reforma,Professional,18.5,0.0,0.0,629.3,1.0,26.0,18.5%
bom pagador,29516.0,210304.64,Reforma,Outros,6.25,0.0,0.0,130.7,0.0,34.0,34.0%
bom pagador,106446.0,120613.68000000001,Diversas,Gerente,2.25,0.0,2.0,215.0,3.0,50.0,41.6%
bom pagador,79128.0,284666.12,Diversas,Geral,0.25,0.0,0.0,88.0,0.0,22.0,35.6%
bom pagador,17898.0,122623.28,Reforma,Outros,3.75,0.0,0.0,274.3,0.0,25.0,38.9%
bom pagador,30458.0,198548.48,Diversas,Outros,9.75,0.0,0.0,104.7,0.0,21.0,36.0%
mau pagador,37680.0,106380.06,Diversas,Outros,,1.0,0.0,122.7,0.0,4.0,40.7%
mau pagador,21980.0,254811.0,Reforma,Professional,14.5,7.0,0.0,185.4,2.0,29.0,
bom pagador,50240.0,505285.66000000003,Diversas,Gerente,,0.0,0.0,225.9,0.0,18.0,36.3%
bom pagador,50240.0,568861.24,Diversas,Gerente,9.5,0.0,0.0,238.9,0.0,23.0,25.8%
bom pagador,68452.0,310878.84,Diversas,Outros,,2.0,1.0,247.5,1.0,14.0,39.6%
bom pagador,70336.0,381827.14,Reforma,Gerente,11.5,0.0,0.0,114.4,2.0,22.0,29.0%
bom pagador,158256.0,326917.96,Reforma,Autônomo,10.25,0.0,0.0,225.8,3.0,34.0,38.9%
mau pagador,31086.0,377384.04000000004,Diversas,Outros,,0.0,0.0,177.9,3.0,29.0,53.2%
bom pagador,37680.0,263332.96,Diversas,Gerente,8.5,0.0,0.0,104.2,0.0,21.0,27.2%
bom pagador,83210.0,840499.5,Reforma,Autônomo,6.0,0.0,0.0,230.9,1.0,48.0,39.7%
bom pagador,162338.0,800781.64,Diversas,Professional,6.0,0.0,0.0,256.1,1.0,31.0,42.0%
bom pagador,43646.0,214041.24000000002,Diversas,Outros,10.0,0.0,0.0,237.6,0.0,17.0,32.8%
bom pagador,52438.0,431489.38,Diversas,Professional,7.0,0.0,0.0,100.4,0.0,14.0,31.1%
bom pagador,63114.0,251143.48,Diversas,Gerente,8.25,1.0,0.0,75.2,2.0,27.0,36.8%
bom pagador,48356.0,357005.44,Diversas,Geral,4.75,0.0,0.0,266.9,1.0,36.0,24.8%
bom pagador,48356.0,219018.14,Diversas,Professional,6.75,0.0,0.0,256.4,1.0,16.0,20.7%
bom pagador,68138.0,169381.02000000002,Diversas,Professional,14.5,0.0,0.0,188.5,1.0,19.0,37.8%
mau pagador,27318.0,243664.0,Diversas,Outros,1.25,1.0,0.0,352.3,3.0,13.0,
bom pagador,38936.0,504177.24000000005,Reforma,Professional,6.0,0.0,1.0,438.3,0.0,42.0,29.3%
bom pagador,37052.0,393520.5,Diversas,Autônomo,5.25,0.0,0.0,182.4,0.0,18.0,32.2%
bom pagador,41134.0,334588.98000000004,Diversas,Geral,9.5,0.0,0.0,151.2,1.0,13.0,39.0%
bom pagador,48670.0,361881.86,Diversas,Professional,0.5,0.0,2.0,158.9,0.0,33.0,34.0%
bom pagador,74418.0,585876.9,Diversas,Professional,20.0,0.0,0.0,228.5,0.0,24.0,41.8%
bom pagador,49298.0,292874.08,Diversas,Geral,0.5,0.0,0.0,180.5,0.0,24.0,22.7%
mau pagador,78500.0,484627.60000000003,Diversas,Outros,19.5,1.0,5.0,121.6,1.0,21.0,
mau pagador,49612.0,203619.58000000002,Reforma,Outros,,0.0,0.0,122.0,2.0,18.0,38.8%
bom pagador,32970.0,183153.06,Diversas,Gerente,2.5,0.0,0.0,190.1,0.0,20.0,27.9%
bom pagador,40192.0,659626.0800000001,Reforma,Professional,1.75,0.0,0.0,137.6,1.0,14.0,26.1%
bom pagador,37052.0,442052.34,Diversas,Professional,14.25,,0.0,172.9,0.0,31.0,31.9%
bom pagador,65312.0,246436.62,Diversas,Comissionado,2.75,0.0,0.0,414.1,0.0,21.0,22.9%
bom pagador,60602.0,380379.60000000003,Reforma,Gerente,0.25,0.0,1.0,316.8,0.0,20.0,45.1%
mau pagador,41448.0,276320.0,Diversas,Outros,2.25,0.0,0.0,115.9,2.0,25.0,
bom pagador,17584.0,208430.06,Reforma,Geral,22.0,0.0,0.0,208.8,0.0,19.0,18.4%
bom pagador,53694.0,503929.18,Diversas,Geral,4.5,0.0,0.0,158.1,0.0,19.0,24.7%
mau pagador,12874.0,60074.48,Reforma,Outros,0.5,0.0,0.0,102.6,0.0,19.0,31.8%
